block_id,origin_index,origin_date,train_start_date,valid_start_date,test_end_date,train_size,valid_size,test_size,graph_method,graph_alpha,graph_edges,graph_density,graph_train_rows,graph_fallback
0,1000,2025-07-07,2021-07-12,2025-06-03,2025-08-05,978,22,22,glasso_cv,0.1570545766932935,44,0.6666666666666666,1000,
