GHAR_M,GHAR_M_IV,GHAR_Q,GHAR_Q_IV,GNNHAR1L_M,GNNHAR1L_M_IV,GNNHAR1L_Q,GNNHAR1L_Q_IV,GNNHAR2L_M,GNNHAR2L_M_IV,GNNHAR2L_Q,GNNHAR2L_Q_IV,GNNHAR3L_M,GNNHAR3L_M_IV,GNNHAR3L_Q,GNNHAR3L_Q_IV,HAR_M,HAR_M_IV,HAR_Q,HAR_Q_IV
0.0010173242,0.0008056362,0.0008829832,0.0007240574,0.001299119,0.00050773623,0.0011633396,0.0006126404,0.0010361235,0.0005431652,0.0013027708,0.0006528099,0.0019080678,0.0003676494,0.0015297453,0.0013579408,0.0006209532,0.000513188,0.0006488085,0.00045019787
0.00014634132,0.00023348728,0.00013653438,0.00023796955,0.00011053483,0.0005089402,9.248654e-05,0.0003169735,0.0001374364,0.0003505985,8.871158e-05,0.00033231577,0.00014857849,0.0007960677,9.8331766e-05,0.00013718606,0.00018818775,0.00032916467,0.00014540752,0.00033042033
0.00014213721,0.0002672871,0.00013692776,0.00024768512,0.00011593501,0.0006343881,0.000104562445,0.00031818947,0.00012271405,0.0004157265,0.0001006643,0.00038576525,0.00014534393,0.0010813753,0.0001125296,0.00014977853,0.00021787881,0.00036333402,0.00016727447,0.00032997926
0.00028250614,0.00038142205,0.00023475489,0.00027228196,0.000358514,0.00038983027,0.0002851844,0.0003580491,0.00036183596,0.00052815676,0.00032593013,0.0003347079,0.00043704908,0.00040246645,0.00036497912,0.0003424843,0.00022677978,0.00048529307,0.00021032493,0.00031651655
0.00073455175,0.0014348109,0.00078689656,0.0009949843,0.00046000877,0.0014472763,0.0005017042,0.0014590621,0.0004524509,0.0022314985,0.000444297,0.0014768918,0.00040979782,0.0004920562,0.00040124258,0.0005578001,0.0006779591,0.0014490247,0.0005746325,0.001113216
0.0010074814,0.0006303787,0.0008677125,0.0005858342,0.0013444662,0.00040475526,0.0011731783,0.0003177007,0.001399827,8.374055e-05,0.001366663,0.00028451285,0.0013225197,0.0016275088,0.0013513843,0.00072077115,0.00081901945,0.00039628346,0.0008410931,0.00039638282
0.00012207429,0.00025959016,0.00011020104,0.0001744469,0.00015689532,0.00024682682,0.0001360774,0.00033361118,0.00015126864,0.0010112405,0.00013585488,0.00038474004,0.00017280181,0.0005804539,0.00015983185,0.0001497229,0.000104733306,0.00032098294,0.000113268696,0.00019319852
0.00033633312,0.00035694838,0.00036656062,0.00034238896,0.00034112533,0.00033640862,0.00035505692,0.00050171616,0.00034543674,0.0014108538,0.0003578663,0.0006299893,0.00033424297,0.00073876383,0.00036183992,0.00032444397,0.00036492746,0.00044103066,0.0003797372,0.00035832723
0.00019721588,0.00029228925,0.00018982093,0.00023216804,0.00020558039,0.00025854507,0.00019773244,0.00035640795,0.0002166748,0.0012789209,0.00020493269,0.00056006113,0.00020682414,0.0006008387,0.00020644665,0.00021870136,0.00017835696,0.00036716062,0.00018131733,0.00024003188
0.005154693,0.0038554391,0.005316667,0.004600616,0.0058882833,0.0041653235,0.0060054185,0.0042072535,0.0058936435,0.0029006402,0.0059406282,0.0034319956,0.005457453,0.006327494,0.0058979234,0.0048793755,0.0053497674,0.003699883,0.005910353,0.0045357305
0.00012772878,7.309119e-05,0.00022082329,0.0001796166,0.00035690863,0.00023443699,0.000491643,0.00013271174,0.00031251909,7.7156226e-05,0.0003499627,0.00012016694,0.00024220547,0.0013403217,0.00037531057,0.00029392244,0.0003382047,0.000107709566,0.0007532557,0.00029433172
0.008791741,0.008005909,0.0098185185,0.009865968,0.010572556,0.010348411,0.011536053,0.009636486,0.010400883,0.0078021805,0.010567749,0.0072657824,0.009766722,0.013649857,0.010963368,0.010433328,0.010705606,0.0085556265,0.012949956,0.0108366255
0.004630192,0.004492438,0.0062786103,0.0074033695,0.0064695436,0.008686511,0.008153649,0.0075603765,0.0062231026,0.0074089565,0.0069924435,0.0058915177,0.00681051,0.01015836,0.008062959,0.008712944,0.0077704033,0.0059651094,0.011563325,0.009658432
0.0826169,0.08352396,0.09254152,0.10061608,0.092736505,0.10712344,0.101562366,0.101497516,0.090972915,0.10750009,0.10059317,0.099402785,0.10370015,0.107556105,0.10244273,0.105097316,0.10149778,0.09442312,0.11783639,0.11237534
