uses_iv,training_loss,metric,depth_min,depth_max,n_depths,pearson_corr_with_depth,first_depth_value,last_depth_value,direction
False,MSE-trained,forecast_mad_time_series,1,3,3,0.007734198208438541,0.16022605262703776,0.1602627874405723,increases_with_depth
False,MSE-trained,mean_cross_section_cv,1,3,3,-0.15728080360561203,0.7583389711550445,0.756732305495812,decreases_with_depth
False,QLIKE-trained,forecast_mad_time_series,1,3,3,-0.09983632692818092,0.16035107625091735,0.16014738732900932,decreases_with_depth
False,QLIKE-trained,mean_cross_section_cv,1,3,3,-0.22454510176925352,0.7668917511831498,0.7659972481203825,decreases_with_depth
True,MSE-trained,forecast_mad_time_series,1,3,3,-0.9764199591640588,0.16435622703346214,0.16129693011546178,decreases_with_depth
True,MSE-trained,mean_cross_section_cv,1,3,3,0.4441044601450595,0.7702351535277537,0.7728182923616754,increases_with_depth
True,QLIKE-trained,forecast_mad_time_series,1,3,3,-0.9437505247333228,0.16368053386055453,0.15989261093455254,decreases_with_depth
True,QLIKE-trained,mean_cross_section_cv,1,3,3,-0.040639483241530695,0.7697536060182407,0.7696972243854542,decreases_with_depth
