GHAR_M,GHAR_M_IV,GHAR_Q,GHAR_Q_IV,GNNHAR1L_M,GNNHAR1L_M_IV,GNNHAR1L_Q,GNNHAR1L_Q_IV,GNNHAR2L_M,GNNHAR2L_M_IV,GNNHAR2L_Q,GNNHAR2L_Q_IV,GNNHAR3L_M,GNNHAR3L_M_IV,GNNHAR3L_Q,GNNHAR3L_Q_IV,HAR_M,HAR_M_IV,HAR_Q,HAR_Q_IV
0.15559398,0.2371055,0.0601842,0.033672977,0.04449135,0.06338297,0.021618031,0.024362352,0.11683254,0.025229223,0.022862034,0.018887531,0.02489508,0.12493749,0.026971966,0.030009726,0.059080865,0.13050969,0.01969325,0.01664091
0.18353774,0.28459167,0.14527746,0.14341822,0.13897559,0.24222192,0.12644967,0.13436428,0.26820716,0.1405317,0.17627798,0.13655376,0.14046259,0.3616242,0.1276871,0.16915388,0.14446005,0.20262389,0.122903176,0.12082512
0.07752011,0.061278407,0.10781398,0.067219906,0.11129661,0.12624328,0.13074034,0.08450619,0.1438473,0.061785415,0.093877904,0.06985893,0.082085215,0.20507601,0.10813615,0.06269067,0.047993623,0.034430746,0.077141635,0.055381194
0.037644397,0.099074736,0.045247097,0.033943195,0.05104339,0.16488402,0.06705701,0.03431464,0.13304456,0.045844305,0.056084827,0.030809877,0.031009816,0.23633729,0.04575828,0.04315529,0.048572842,0.13389426,0.035848938,0.040387508
0.007506453,0.041833404,0.021519834,0.0066289534,0.022554122,0.10328097,0.03910013,0.009927908,0.09317633,0.009514568,0.032069076,0.0061327526,0.0060122577,0.16871163,0.02238896,0.015804378,0.0055555287,0.039535638,0.009825077,0.0068818363
0.030033398,0.054261874,0.042074904,0.023441548,0.049757622,0.10324858,0.05704582,0.030391555,0.09687004,0.036500093,0.042319234,0.020694975,0.03136942,0.15110694,0.041486647,0.024481675,0.023764612,0.05103238,0.027104773,0.025142413
0.018521132,0.021835435,0.032308348,0.017193036,0.031988464,0.05464611,0.045619234,0.026261989,0.061372172,0.016691113,0.022192804,0.015498413,0.018332621,0.07469037,0.035454545,0.013910753,0.011587662,0.021458784,0.019391334,0.015734263
0.02682551,0.011778443,0.047676723,0.03028075,0.040581103,0.025616031,0.062938325,0.041998707,0.03498512,0.018707842,0.015445582,0.026033036,0.024076156,0.035056565,0.05316705,0.01481297,0.018305978,0.01085194,0.03411704,0.028469604
0.065406926,0.05056167,0.086220875,0.07755668,0.07673907,0.056537375,0.10268012,0.08567932,0.07289014,0.056475498,0.060504876,0.07408667,0.06300509,0.06290823,0.09576474,0.063556865,0.061718967,0.048737917,0.07980647,0.075051084
0.006941946,0.011864667,0.0076835756,0.008018171,0.014426054,0.0070948172,0.009305701,0.008438813,0.029928949,0.009166421,0.0065257447,0.030080587,0.038743787,0.054721817,0.009912995,0.009707944,0.008921352,0.016687263,0.0069286246,0.0072902283
0.018115517,0.02611031,0.014985484,0.01728619,0.014399272,0.017907321,0.014040431,0.014598592,0.056018215,0.019794965,0.018080626,0.022817697,0.032366097,0.08995534,0.015133423,0.013209816,0.023138529,0.032778278,0.015884224,0.016031587
0.021623284,0.011346752,0.018941524,0.010425377,0.028565401,0.016724642,0.019014532,0.012325911,0.01921869,0.012998875,0.013389704,0.025076998,0.06942024,0.023557676,0.02369624,0.01379564,0.01643804,0.014386049,0.016038757,0.014116298
0.028262753,0.032509137,0.024623102,0.026399525,0.028997399,0.029212367,0.024521051,0.026010502,0.04677797,0.03174496,0.024971195,0.03165263,0.0526253,0.05585487,0.026702406,0.027189432,0.027004948,0.037099462,0.023491299,0.028851433
0.017660813,0.01983532,0.014539701,0.0129800225,0.017893897,0.019150753,0.019241823,0.013989549,0.040930253,0.016513823,0.016104946,0.011361044,0.030587116,0.03628935,0.014424165,0.013091066,0.020145182,0.020461136,0.015986474,0.012644895
0.0061203046,0.0037991651,0.0052958056,0.003495943,0.005428173,0.0046291626,0.0041369456,0.0032586984,0.0067920876,0.0039187865,0.0035063145,0.0036692943,0.026016338,0.0035373464,0.0072321743,0.0032090165,0.004010214,0.005489643,0.004005723,0.003970384
0.008022135,0.010120497,0.007447355,0.008605452,0.007954415,0.012088201,0.008403297,0.008565438,0.011669232,0.008872788,0.0079406835,0.008332055,0.015963875,0.009023287,0.007903516,0.009438029,0.008267389,0.011543323,0.007663012,0.008370709
0.004416209,0.0037927886,0.0035673203,0.0034537767,0.003677253,0.0036807717,0.0023876259,0.0032412903,0.0029261662,0.0031413906,0.0027286639,0.0035332951,0.012821809,0.0075627705,0.0043922937,0.0032667466,0.003124834,0.005825915,0.002738237,0.0039543565
0.015512435,0.01974479,0.012304039,0.015129734,0.015810398,0.02131304,0.012697949,0.015559252,0.015407348,0.02009312,0.012824642,0.015571238,0.01605637,0.017954579,0.0124172885,0.016132792,0.015080542,0.023810618,0.011773671,0.017625237
0.09582632,0.08835076,0.094236456,0.088277474,0.09716475,0.09278924,0.09840004,0.090779155,0.09711493,0.09643755,0.09502987,0.09030277,0.09392189,0.08813883,0.09394223,0.088908724,0.09577109,0.08778964,0.094431624,0.0907804
0.04097605,0.038007233,0.04206473,0.04173514,0.04032604,0.037840914,0.046630587,0.04089944,0.0398118,0.035647735,0.041096155,0.041119587,0.042184886,0.036828723,0.041402455,0.041145694,0.034091886,0.03372658,0.03984346,0.03893787
