model,included_at_5pct,mcs_pvalue
GHAR+IV,True,1.0
HAR+IV,True,0.8333333333333334
GNNHAR3L-IV,True,0.8333333333333334
HAR,True,0.4166666666666667
GNNHAR2L-IV,True,0.4
GHAR,True,0.38333333333333336
HAR+fakeIV,True,0.38333333333333336
GHAR_RANDOM,True,0.31666666666666665
GHAR+fakeIV,True,0.31666666666666665
GNNHAR1L-IV,True,0.31666666666666665
GNNHAR1L,True,0.15
GNNHAR2L,True,0.13333333333333333
GNNHAR3L,True,0.08333333333333333
GNNHAR1L-IV+fakeIV,False,0.03333333333333333
