family,baseline_qlike,real_iv_qlike,fake_iv_qlike,total_iv_improvement,genuine_information_gain,parameter_expansion_gain
HAR,0.004133435897529125,0.004021601285785437,0.004116734955459833,0.00011183461174368858,9.513366967439651e-05,1.670094206929207e-05
GHAR,0.0041304584592580795,0.004020767752081156,0.004111419431865215,0.00010969070717692375,9.065167978405952e-05,1.9039027392864227e-05
GNNHAR1L,0.004270276054739952,0.004607579205185175,0.0061072101816535,-0.00033730315044522285,0.0014996309764683247,-0.0018369341269135475
