regime,model,n_dates,mse,qlike
calm,GHAR+IV,138,8.15365982055664,0.004091774579137564
calm,HAR+IV,138,8.159730911254883,0.004093925468623638
calm,GHAR+IV-random,138,8.160330772399902,0.0040960474871098995
calm,GHAR+fakeIV,138,8.349875450134277,0.004163773730397224
calm,HAR+fakeIV,138,8.382588386535645,0.0041685509495437145
calm,GHAR_RANDOM,138,8.425594329833984,0.004177601542323828
calm,GHAR,138,8.424951553344727,0.004182947799563408
calm,HAR,138,8.437000274658203,0.004184611141681671
calm,GNNHAR1L,138,8.49873161315918,0.004309739451855421
calm,GNNHAR3L-IV,138,9.154227256774902,0.004692077171057463
calm,GNNHAR1L-IV,138,9.114643096923828,0.004747096449136734
calm,GNNHAR2L,138,9.375954627990723,0.0048016514629125595
calm,GNNHAR2L-IV,138,9.970966339111328,0.005322079174220562
calm,GNNHAR3L-IV-random,138,10.356521606445312,0.005578546319156885
calm,GNNHAR3L,138,11.020340919494629,0.0058878445997834206
calm,GNNHAR1L-IV+fakeIV,138,11.249895095825195,0.006028220057487488
volatile_top_quartile,GHAR+IV-random,46,10.344367980957031,0.003803784726187587
volatile_top_quartile,HAR+IV,46,10.347214698791504,0.003804628038778901
volatile_top_quartile,GHAR+IV,46,10.353330612182617,0.003807747969403863
volatile_top_quartile,GHAR+fakeIV,46,10.733255386352539,0.003954356536269188
volatile_top_quartile,HAR+fakeIV,46,10.749200820922852,0.003961287438869476
volatile_top_quartile,GHAR_RANDOM,46,10.790163040161133,0.003963773604482412
volatile_top_quartile,GHAR,46,10.80234432220459,0.003972991369664669
volatile_top_quartile,HAR,46,10.82051944732666,0.003979912027716637
volatile_top_quartile,GNNHAR1L,46,10.941238403320312,0.004151887260377407
volatile_top_quartile,GNNHAR1L-IV,46,11.150494575500488,0.004189027473330498
volatile_top_quartile,GNNHAR3L-IV,46,11.632944107055664,0.004348518326878548
volatile_top_quartile,GNNHAR2L,46,11.694527626037598,0.004399816505610943
volatile_top_quartile,GNNHAR3L-IV-random,46,12.982857704162598,0.004839857574552298
volatile_top_quartile,GNNHAR2L-IV,46,12.578471183776855,0.005008095875382423
volatile_top_quartile,GNNHAR3L,46,13.596927642822266,0.005438235122710466
volatile_top_quartile,GNNHAR1L-IV+fakeIV,46,15.219433784484863,0.00634417962282896
