GHAR_M,GHAR_M_IV,GHAR_Q,GHAR_Q_IV,GNNHAR1L_M,GNNHAR1L_M_IV,GNNHAR1L_Q,GNNHAR1L_Q_IV,GNNHAR2L_M,GNNHAR2L_M_IV,GNNHAR2L_Q,GNNHAR2L_Q_IV,GNNHAR3L_M,GNNHAR3L_M_IV,GNNHAR3L_Q,GNNHAR3L_Q_IV,GNNHAR4L_M,GNNHAR4L_M_IV,GNNHAR4L_Q,GNNHAR4L_Q_IV,GNNHAR5L_M,GNNHAR5L_M_IV,GNNHAR5L_Q,GNNHAR5L_Q_IV,HAR_M,HAR_M_IV,HAR_Q,HAR_Q_IV
0.0428514,0.041101318,0.040383432,0.039456237,0.043735374,0.04169501,0.040496565,0.039641537,0.042871825,0.040351514,0.039830275,0.040353775,0.043398697,0.04171083,0.0404673,0.039552733,0.04317665,0.04347892,0.040303152,0.039950512,0.04438942,0.042158984,0.040345006,0.03954027,0.04301057,0.042405613,0.039533835,0.03999469
0.005601533,0.008398703,0.005023559,0.008192543,0.005904925,0.0088155465,0.004987466,0.0075436034,0.012705112,0.01093758,0.0077023944,0.0077767135,0.007501419,0.009441884,0.006293905,0.0073311566,0.010896723,0.014179747,0.007092198,0.007396968,0.0086048,0.008814593,0.0067581614,0.007108641,0.007843033,0.0091298465,0.006881138,0.007434781
0.029483097,0.029875148,0.026966501,0.028706526,0.029657463,0.02992249,0.027014185,0.028418938,0.03379988,0.033486545,0.029010307,0.029757002,0.03176094,0.035848096,0.026204351,0.030418007,0.03428634,0.03675631,0.027694162,0.028150225,0.03209709,0.030161195,0.02575204,0.030366285,0.026975831,0.029663758,0.025822425,0.02816345
0.0038982353,0.007667275,0.0023731787,0.0058336654,0.0038345733,0.007063679,0.0024457932,0.0055438797,0.0045509976,0.009837707,0.0030323227,0.0062618298,0.004705493,0.011654663,0.0022940794,0.0066370647,0.0039553363,0.0070882044,0.0027912816,0.005281023,0.0040306766,0.008078074,0.0020472487,0.0069529573,0.0035078486,0.006892411,0.0019815406,0.005781432
0.005410556,0.009303677,0.0037144104,0.007524387,0.0055176257,0.008573576,0.0037755212,0.0071707447,0.0049229185,0.007951542,0.0039785304,0.007072532,0.0061076405,0.010242117,0.0037831743,0.007727687,0.0056200386,0.006280665,0.0038156311,0.0066539845,0.0059041064,0.008426388,0.003747352,0.008015088,0.006029145,0.0079412265,0.0038182377,0.0071237246
0.012299606,0.011473822,0.011508954,0.0101049505,0.012596476,0.010164301,0.011557181,0.010101783,0.012159558,0.010232373,0.011677965,0.010114542,0.012736166,0.01059316,0.011654938,0.0101495385,0.012581797,0.009214529,0.011599946,0.009962252,0.012609577,0.009815435,0.011553561,0.0104996,0.012592467,0.00989097,0.0112643,0.0101121105
0.005544686,0.0077057797,0.0043106,0.004537642,0.005444352,0.0059891385,0.0043025296,0.0047765733,0.005391689,0.007597144,0.0042232354,0.004622702,0.0058243275,0.007294635,0.004401064,0.004306515,0.0058749476,0.004721141,0.0044133505,0.004310123,0.00576125,0.005036509,0.00444597,0.0049154996,0.005919234,0.0055801193,0.004443578,0.0045478223
0.006692342,0.009697421,0.005679353,0.008104384,0.006817476,0.0096537825,0.0056895297,0.0078188935,0.0070726555,0.008030125,0.0060244678,0.007854239,0.007449742,0.009483325,0.005852298,0.00789903,0.0076743364,0.0077822884,0.005969115,0.0076134484,0.0075162607,0.008440212,0.005872639,0.008260516,0.0071710227,0.008090536,0.0059943716,0.007317587
0.023775673,0.023081783,0.023091411,0.020232331,0.023393754,0.021567686,0.023104398,0.020300964,0.022615142,0.019747524,0.022175653,0.01922733,0.02360285,0.022121033,0.023150237,0.019895343,0.023182701,0.018322563,0.02282385,0.019154413,0.023304539,0.019062733,0.023111884,0.02033592,0.023090731,0.020903222,0.02239553,0.020059986
0.023459204,0.016347278,0.024059737,0.015129575,0.02448659,0.015635364,0.02426537,0.015162678,0.025168402,0.016965182,0.025307544,0.015761456,0.025356738,0.01529719,0.02458159,0.015012368,0.025859643,0.014909271,0.024379738,0.015227282,0.025818495,0.014824601,0.024186082,0.015430049,0.024821829,0.015422861,0.02440544,0.015944183
