block_id,origin_index,origin_date,train_start_date,valid_start_date,test_end_date,train_size,valid_size,test_size,graph_method,graph_alpha,graph_edges,graph_density,graph_train_rows,graph_fallback
0,1000,2025-07-14,2021-07-19,2025-06-10,2025-08-12,978,22,22,glasso_cv,0.5455176389989069,2632,0.026169265033407572,1000,
1,1022,2025-08-13,2021-08-18,2025-07-14,2025-09-12,978,22,22,glasso_cv,0.5464299597591775,2485,0.02470768374164811,1000,
