regime,model,n_dates,mse,qlike
calm,HAR,16,4.338999271392822,0.0030061183497309685
calm,GHAR,16,4.378990173339844,0.00301732262596488
calm,HAR+IV,16,4.543453693389893,0.003329857252538204
calm,GHAR+IV,16,4.550169467926025,0.0033333904575556517
calm,GNNHAR1L,16,117.3425064086914,0.07286620885133743
volatile_top_quartile,GHAR+IV,6,113.48302459716797,0.019020045176148415
volatile_top_quartile,HAR+IV,6,113.56375122070312,0.019065430387854576
volatile_top_quartile,HAR,6,117.30944061279297,0.020892977714538574
volatile_top_quartile,GHAR,6,117.22294616699219,0.020895643159747124
volatile_top_quartile,GNNHAR1L,6,575.8641967773438,0.12951324880123138
