model,estimation,mse_ratio_vs_har,qlike_ratio_vs_har,mse_ratio_vs_har_iv,qlike_ratio_vs_har_iv
GHAR+IV,MSE,0.9746795410961209,0.9654018658691009,0.9994999619935502,0.9987130642159143
HAR+IV,MSE,0.9751671617396325,0.966645877038801,1.0,1.0
HAR,MSE,1.0,1.0,1.0254652117448946,1.0345050072146122
GHAR,MSE,1.000156390239773,1.0011258292226568,1.0256255844952382,1.0356696831827192
GNNHAR1L,MSE,6.896157966080357,11.2013494358451,7.071770088912834,11.587852078942326
