GHAR2H_M,GHAR2H_M_IV,GHAR3H_M,GHAR3H_M_IV,GHAR_M,GHAR_M_IV,GHAR_Q,GHAR_Q_IV,GNNHAR1L_M,GNNHAR1L_M_IV,GNNHAR1L_Q,GNNHAR1L_Q_IV,GNNHAR2L_M,GNNHAR2L_M_IV,GNNHAR2L_Q,GNNHAR2L_Q_IV,GNNHAR3L_M,GNNHAR3L_M_IV,GNNHAR3L_Q,GNNHAR3L_Q_IV,GNNHAR4L_M,GNNHAR4L_M_IV,GNNHAR4L_Q,GNNHAR4L_Q_IV,GNNHAR5L_M,GNNHAR5L_M_IV,GNNHAR5L_Q,GNNHAR5L_Q_IV,HAR_M,HAR_M_IV,HAR_Q,HAR_Q_IV
0.16921034,0.23845641,0.1763433,0.23709066,0.17198455,0.23906967,0.14029402,0.28515345,0.16735706,0.22935604,0.1388718,0.28766665,0.17087238,0.32840335,0.14504436,0.2759258,0.17122744,0.22513162,0.14693236,0.28544697,0.16708837,0.21781127,0.1425007,0.2885839,0.1644712,0.20855673,0.14811635,0.2900739,0.1247388,0.20461315,0.117182985,0.28198916
0.22842927,0.24579161,0.22756214,0.2458296,0.23418462,0.24441303,0.2460388,0.21423338,0.23553622,0.23215969,0.24829379,0.21587682,0.22713593,0.31828618,0.23701164,0.20894292,0.22646931,0.24440227,0.23909408,0.21591613,0.22561084,0.21985681,0.23993224,0.20988847,0.22708903,0.21798968,0.23610616,0.21384591,0.24586472,0.23738895,0.26404202,0.21083255
0.5269861,0.47030014,0.52353466,0.4700837,0.5279248,0.46915793,0.533606,0.47971,0.5352058,0.4740554,0.5322083,0.4794862,0.5378413,0.5021896,0.53419125,0.47914302,0.5390921,0.47815615,0.5332265,0.47874153,0.5333993,0.4693894,0.5340817,0.48373353,0.52947366,0.46817848,0.5344531,0.47953722,0.5218791,0.46772704,0.5418994,0.48902822
0.123654,0.18286943,0.1341401,0.18162149,0.11661207,0.18243901,0.08940352,0.17824139,0.11291947,0.15551472,0.08829361,0.17894349,0.1230844,0.2537342,0.096428566,0.17548954,0.12154548,0.1773348,0.094112806,0.18473665,0.12183528,0.15132901,0.093442075,0.1808355,0.11879982,0.14543103,0.09638252,0.1806703,0.0956955,0.15831526,0.081305355,0.17619237
0.450278,0.50332975,0.46900794,0.5012913,0.43244374,0.50278944,0.40142804,0.48208827,0.4313793,0.46602353,0.40021133,0.48116475,0.45104498,0.5915042,0.41200185,0.49019727,0.44427943,0.4893206,0.40704316,0.49158636,0.448359,0.47449473,0.40923578,0.48573807,0.44302976,0.46752685,0.41049814,0.48668066,0.42367974,0.49831077,0.39749405,0.48896334
4.2517424,4.2024827,4.304829,4.1929827,4.2535925,4.2016406,4.162855,4.24973,4.265844,4.266155,4.152833,4.246509,4.260867,4.248175,4.176917,4.2684617,4.2652826,4.159775,4.169423,4.195468,4.271351,4.2442203,4.1662397,4.2655635,4.241021,4.269729,4.1834583,4.236365,4.1994233,4.183026,4.1314325,4.2645316
0.16725023,0.21683349,0.16397035,0.2177936,0.17051432,0.21510942,0.17961885,0.16189708,0.17360316,0.18934269,0.18048158,0.16136584,0.16351578,0.21996443,0.17135513,0.16294718,0.17527355,0.2540817,0.17476189,0.21063304,0.16934156,0.18659174,0.17383108,0.16222487,0.17846365,0.18850225,0.17471622,0.16600485,0.19378409,0.21266633,0.20282991,0.16267958
0.26320633,0.36083513,0.27699432,0.35715395,0.26244658,0.3614199,0.22533669,0.37656957,0.2518055,0.34436876,0.22839385,0.37428376,0.23902321,0.3771447,0.22474866,0.3777329,0.24698874,0.35061184,0.22168308,0.3673009,0.2464581,0.3352992,0.22306882,0.37535673,0.2443761,0.33161792,0.2236198,0.38504553,0.2180246,0.33566606,0.20105986,0.3586871
0.1969572,0.34595066,0.20657873,0.3445031,0.19724827,0.3443063,0.15113772,0.2924058,0.1906766,0.31566426,0.15151758,0.28709617,0.19148698,0.42312032,0.15332654,0.29504907,0.18885268,0.32470298,0.1524158,0.29232296,0.1892644,0.30910504,0.15191469,0.29460084,0.18713467,0.29342455,0.15128292,0.29713002,0.15867122,0.32505682,0.13693614,0.2842279
20.028234,18.76047,19.870779,18.784426,20.060001,18.759754,21.205238,19.176542,20.22362,18.886515,21.221361,19.21349,20.101797,18.724173,21.099262,19.093887,20.189657,18.8507,21.1549,19.241655,20.185741,18.937618,21.171309,19.141256,20.250895,18.9389,21.208435,19.120996,20.765635,18.844877,21.68331,19.237007
0.4353243,0.45699844,0.43530872,0.46107638,0.4311075,0.45562947,0.40493828,0.41661432,0.40825608,0.38066125,0.41235214,0.41748932,0.40771744,0.65585303,0.39293957,0.41257903,0.40043163,0.40460914,0.38889655,0.40375334,0.40200052,0.43957913,0.38833728,0.40865627,0.40090394,0.42709813,0.3892887,0.40860233,0.4106105,0.44802454,0.38814434,0.40251517
0.1858051,0.27976012,0.19737309,0.27873003,0.18794699,0.27607697,0.1325865,0.14720815,0.1917933,0.28220287,0.13233088,0.14730492,0.18145457,0.34523487,0.1287392,0.15677252,0.1802797,0.2190391,0.12869684,0.1785184,0.18074901,0.23091428,0.12814276,0.15497611,0.17396313,0.22748874,0.1280717,0.14915752,0.1764116,0.26852465,0.1329019,0.14936672
0.18622214,0.25866836,0.19304341,0.25831434,0.18314448,0.2557886,0.16216956,0.24542157,0.17394675,0.26501557,0.16567689,0.24646285,0.17378964,0.2584538,0.1657526,0.2352448,0.17677699,0.22189389,0.16492333,0.25476608,0.1744627,0.2230447,0.1646987,0.24277093,0.17397523,0.22526705,0.16588213,0.25009122,0.16553499,0.22995788,0.14905694,0.23563662
0.13970606,0.20675068,0.1496063,0.20458834,0.13932478,0.20455122,0.09315395,0.13327257,0.12948464,0.20967142,0.097108334,0.13447982,0.129594,0.21553442,0.096484154,0.13129576,0.12887815,0.16532782,0.09217812,0.13488528,0.12938382,0.17184462,0.093150675,0.13176088,0.12784506,0.17450136,0.094160035,0.13691792,0.12234296,0.19848809,0.0857492,0.12954414
0.26168373,0.42332095,0.27327606,0.42106378,0.2614699,0.4209379,0.15718982,0.20678091,0.25798938,0.42626676,0.1583785,0.2049239,0.24548137,0.5078769,0.15671994,0.21089734,0.25337088,0.35027626,0.15467747,0.21555756,0.25653532,0.3506124,0.15487804,0.20927812,0.24896106,0.34096378,0.15435657,0.20639291,0.22451851,0.4104513,0.14614853,0.20912045
3.1929967,3.6585932,3.1738365,3.6687987,3.2086823,3.6561983,3.3338943,3.3575687,3.2736368,3.6898174,3.3268201,3.3683565,3.2118218,3.5973332,3.3056157,3.342159,3.2400613,3.5546346,3.3196404,3.4376268,3.2357376,3.5752788,3.3198051,3.3651147,3.2288258,3.610251,3.3236785,3.3390586,3.289535,3.6537013,3.4126637,3.3639207
0.9212112,0.9770399,0.9217886,0.976046,0.92489463,0.97598433,0.93441236,0.9216278,0.91657686,0.97292477,0.93888485,0.925359,0.9121566,0.96531224,0.93881166,0.92445195,0.91972846,0.9552786,0.9354265,0.9196703,0.92066073,0.9629723,0.9350664,0.9233856,0.9221863,0.96542436,0.93688154,0.92723477,0.93616277,0.98388636,0.948635,0.9202859
0.9927383,0.8912869,0.99997395,0.88765055,0.9968175,0.8915442,1.0258884,0.97475046,0.98203033,0.8962507,1.0343109,0.9792255,0.9824307,0.9226622,1.0347697,0.9834788,0.97397697,0.9118585,1.0249108,0.9548362,0.97356665,0.9078674,1.0249513,0.9796514,0.98302704,0.90266013,1.026346,0.9858885,0.9984882,0.8950433,1.0266774,0.9599107
0.11801955,0.14821759,0.11936842,0.14746703,0.11715335,0.149084,0.085105106,0.117244534,0.113285266,0.15222614,0.08727046,0.11678942,0.11391471,0.13330379,0.08865878,0.11793534,0.1135572,0.12934406,0.08590959,0.11977712,0.11354804,0.1244088,0.085666046,0.11850022,0.11001312,0.1281826,0.08573994,0.11901878,0.098157555,0.15139951,0.07868521,0.113546066
0.0865381,0.15404336,0.09129607,0.1533924,0.08669645,0.15491529,0.07146469,0.1523466,0.083982125,0.1660859,0.074031614,0.15460832,0.07946667,0.14655401,0.07369939,0.15621099,0.08093814,0.14392723,0.0709292,0.15074055,0.07943176,0.13907671,0.07131253,0.15167172,0.078420684,0.14567895,0.07206942,0.15165325,0.07290834,0.15109327,0.06506859,0.14115374
0.42710456,0.47849318,0.41742215,0.4826692,0.42841113,0.47681904,0.48775423,0.56943244,0.42107594,0.47720388,0.4967307,0.57629853,0.4208505,0.4981738,0.49546868,0.5739809,0.42125857,0.48193264,0.48537722,0.5655814,0.41756612,0.47358707,0.48957196,0.56272966,0.4245424,0.47323927,0.49267435,0.5634132,0.44969082,0.4518079,0.4945363,0.5402874
0.13155594,0.14163585,0.13459083,0.13989912,0.12597333,0.14357129,0.1051579,0.09375157,0.13880783,0.1539156,0.10282156,0.0921455,0.14307338,0.13208735,0.10444093,0.096126035,0.14207172,0.16851059,0.10902573,0.099145666,0.14548235,0.18378355,0.10698077,0.10356879,0.13783287,0.17004633,0.10568557,0.10007103,0.12093046,0.16519317,0.11198845,0.10202258
0.3623945,0.35669026,0.36386004,0.35675454,0.35965717,0.35530886,0.3626332,0.38213134,0.34539297,0.35184303,0.3715945,0.3857398,0.35359463,0.35696295,0.37254775,0.38101208,0.3482823,0.35375282,0.36197072,0.3776151,0.34812257,0.3570841,0.36439565,0.3663189,0.3547494,0.35223058,0.3658663,0.37551346,0.36495826,0.3535422,0.36476547,0.36364898
0.9264017,0.8625884,0.93257105,0.86137146,0.9300989,0.8631095,0.8901885,0.8713494,0.9133474,0.864179,0.8994902,0.8750258,0.908612,0.87589353,0.8964347,0.866568,0.91073835,0.8534027,0.8825219,0.8480316,0.9076714,0.8559909,0.88747144,0.8480788,0.91248506,0.84760135,0.88989276,0.85950917,0.92797786,0.8596291,0.88495785,0.85198456
0.7585752,0.818639,0.7642577,0.81723946,0.7664687,0.818359,0.7891159,0.81561387,0.79780644,0.86967826,0.7819862,0.8193735,0.7736284,0.8107166,0.77570385,0.81512266,0.7823997,0.8722408,0.7900023,0.8187503,0.78278106,0.92786616,0.785811,0.8318114,0.7782916,0.8745529,0.78572065,0.8199211,0.77510387,0.8119397,0.8012696,0.81201565
0.21991992,0.28273404,0.23028919,0.28092048,0.21545291,0.28087747,0.19207954,0.2864228,0.2063777,0.28078905,0.19634733,0.2867929,0.21543953,0.29294574,0.20026,0.28882226,0.20932715,0.28638637,0.19338174,0.28827152,0.21081956,0.29696172,0.19449611,0.27978364,0.20881484,0.2833029,0.1942318,0.28638008,0.19871289,0.27901155,0.18325058,0.27236107
0.3577201,0.2167132,0.34578624,0.21742795,0.3614632,0.21935973,0.3221543,0.24445546,0.34354743,0.20324233,0.33301175,0.24514483,0.34824586,0.22133529,0.3351931,0.24117583,0.3460428,0.19010821,0.319096,0.2493166,0.3426571,0.1821733,0.32311,0.21843594,0.35183406,0.18632078,0.32520142,0.23790495,0.3710119,0.20229836,0.32091805,0.22433245
3.6468043,3.4945219,3.6235607,3.4994805,3.6428785,3.4890857,3.805223,3.4309125,3.7148044,3.5479603,3.7931793,3.4335506,3.7140388,3.50974,3.7812524,3.414423,3.7212076,3.65059,3.8125603,3.435,3.7339997,3.736663,3.8063781,3.4693313,3.7204325,3.6613917,3.8056853,3.4339962,3.7447205,3.5990038,3.9034467,3.4901865
0.33020073,0.32866472,0.33303845,0.32852578,0.3328799,0.32860383,0.28519183,0.30147156,0.32008803,0.32646224,0.28931022,0.3025985,0.32070425,0.32075518,0.30129987,0.29558915,0.3218397,0.31382462,0.28985316,0.30353004,0.32065865,0.32032147,0.29013205,0.28721467,0.3206396,0.31446275,0.2892219,0.30108476,0.33811778,0.31879365,0.28437886,0.29123464
0.23014103,0.22712427,0.22719647,0.22733848,0.22860315,0.22619253,0.29842198,0.24493594,0.22481154,0.21734363,0.30547893,0.24876523,0.220097,0.22607319,0.29338834,0.24956125,0.23126356,0.2474662,0.2921057,0.24470057,0.21533936,0.2203648,0.28996763,0.2483258,0.21367276,0.21622492,0.30264792,0.24959853,0.22809292,0.25643954,0.3120706,0.25901586
0.3565492,0.35102156,0.35867292,0.35035497,0.35841373,0.35379902,0.39640146,0.3289669,0.35364783,0.33705017,0.40997759,0.33812347,0.34904873,0.33674505,0.38887095,0.33902392,0.34956157,0.3363485,0.38446996,0.31855968,0.33138102,0.32286033,0.38247415,0.33017355,0.3351749,0.32925767,0.39937758,0.33256796,0.3555681,0.39202285,0.40365845,0.3593716
0.11698426,0.11051882,0.1121199,0.111115016,0.115406714,0.11026279,0.09217272,0.08390608,0.117683634,0.10799542,0.0949199,0.08323635,0.122433834,0.10745387,0.09144108,0.08520091,0.117510416,0.11824997,0.09098863,0.083752766,0.12158036,0.1052411,0.0918825,0.08288635,0.12136801,0.10479596,0.09299494,0.08305817,0.10434929,0.116483636,0.09036256,0.087455966
0.42494395,0.52811974,0.42862302,0.5276561,0.43358096,0.5289247,0.39107236,0.42521742,0.43146908,0.529347,0.39775506,0.4287502,0.42991325,0.5070995,0.38201275,0.42745134,0.42750722,0.50600195,0.38114673,0.42790008,0.42289236,0.5189585,0.3813927,0.42757753,0.4218926,0.51700824,0.3860095,0.4282987,0.41590962,0.55266815,0.38694245,0.4371014
0.4024746,0.359089,0.3966616,0.35831144,0.40448812,0.35998213,0.34744725,0.35835242,0.41771874,0.3772212,0.33879325,0.3518444,0.43649167,0.3706033,0.35028714,0.34985775,0.42571628,0.33852664,0.35788244,0.3756604,0.4424788,0.38567075,0.35652927,0.36472404,0.4386931,0.36502036,0.34585023,0.3602896,0.4054059,0.34181458,0.3435823,0.33095574
0.15820056,0.18638234,0.15703106,0.18646143,0.15693165,0.1857064,0.2059552,0.2013196,0.15415175,0.17212304,0.21149811,0.20393187,0.15267135,0.1694457,0.20638058,0.2046549,0.14885229,0.19168358,0.20317051,0.20008908,0.14984801,0.17027853,0.2044348,0.20038106,0.15124586,0.17487146,0.20876566,0.20122853,0.16213872,0.19347182,0.21532692,0.2083058
0.24803457,0.30403575,0.24439488,0.30442837,0.2497353,0.30294126,0.21203563,0.2815103,0.2569635,0.30378503,0.20847017,0.27882254,0.27706447,0.31502149,0.21358563,0.28289974,0.26336402,0.30326056,0.21693265,0.2965074,0.27761343,0.31702295,0.21660042,0.29336962,0.2784655,0.30765438,0.21162993,0.28828835,0.24798852,0.30380723,0.20719281,0.26803172
0.10473375,0.12554824,0.102380954,0.12508634,0.106218256,0.12648298,0.09418301,0.091278076,0.105992466,0.12193701,0.09850654,0.09266351,0.102932885,0.10514834,0.092350915,0.09089985,0.10497531,0.11164918,0.09066767,0.08944122,0.104473084,0.112595275,0.09247756,0.08981249,0.10459881,0.1099198,0.0924986,0.08974591,0.09709204,0.13172264,0.091534,0.09499579
0.07664032,0.11192816,0.07289795,0.11174075,0.07438482,0.11294584,0.06265309,0.07625406,0.07544778,0.105676144,0.0650061,0.07670659,0.080312006,0.09082907,0.063529596,0.075540535,0.079824366,0.09980678,0.06234339,0.07667083,0.08219992,0.09825946,0.06344021,0.07696808,0.08206743,0.09550179,0.06340904,0.07604803,0.069933295,0.11707853,0.06170603,0.07786863
1.7890477,1.4824944,1.7752008,1.4835008,1.7852638,1.484907,1.7131186,1.5673784,1.8012444,1.5025433,1.705759,1.5617161,1.8304492,1.543545,1.7189587,1.5790876,1.8137553,1.5138602,1.7243631,1.5703233,1.8305528,1.5445412,1.7251407,1.592809,1.8303467,1.5395721,1.7145368,1.5906446,1.7843008,1.4952117,1.7015423,1.5616378
0.90352875,0.8269801,0.8925101,0.8292224,0.90753376,0.82451564,0.93559617,0.8025122,0.9065375,0.8123445,0.9404435,0.8045266,0.8934868,0.79586095,0.93057555,0.79425526,0.9004531,0.7941491,0.9302472,0.7974351,0.897164,0.78520405,0.92970836,0.79609007,0.8978634,0.7881555,0.9356128,0.7954685,0.91189307,0.83950037,0.9489903,0.8154025
0.634101,0.4751501,0.63208437,0.47501144,0.62702113,0.47581145,0.5970172,0.5735882,0.6360152,0.49073377,0.5866532,0.5700112,0.677354,0.56794757,0.6065001,0.6093925,0.66177595,0.5595138,0.6127357,0.5801334,0.68516225,0.6040647,0.6117469,0.61112756,0.68407446,0.572568,0.60313296,0.6060836,0.6407087,0.47960666,0.59490335,0.5572001
0.07623813,0.1276457,0.07579836,0.12778343,0.07613128,0.12822928,0.08514986,0.081939176,0.07359934,0.11857249,0.09059576,0.082808666,0.071259685,0.1148363,0.08669831,0.08278999,0.07091413,0.12067382,0.08119272,0.08173484,0.069096595,0.113816105,0.0840604,0.082092494,0.06968356,0.12527189,0.085813634,0.08229053,0.07556992,0.13613908,0.091454394,0.08385611
0.4153871,0.35853854,0.41809508,0.3574434,0.40846142,0.35911292,0.41308254,0.34907097,0.40454844,0.35466516,0.41828427,0.3484251,0.40873715,0.35350224,0.41699263,0.34852216,0.41071567,0.35290426,0.4117944,0.34709066,0.40832672,0.3544967,0.4146212,0.34925815,0.40804896,0.35996285,0.41526434,0.34933186,0.40484813,0.35866722,0.41533446,0.35399914
0.75849915,0.6919503,0.7562504,0.6929001,0.76612234,0.68869776,0.742085,0.7001322,0.76779115,0.69169927,0.7460277,0.6960584,0.76446795,0.69892406,0.739288,0.70427644,0.76226854,0.7257274,0.73726153,0.69849753,0.76322585,0.69793725,0.73803693,0.704107,0.76340836,0.6945537,0.73663616,0.71024513,0.75297457,0.7020896,0.7307189,0.7039581
1.0070978,0.9475453,1.005232,0.94750935,1.0022485,0.9504704,1.0079862,0.93976736,1.002462,0.9485954,1.014438,0.938871,0.9942538,0.94159734,1.0034026,0.93394715,0.99806404,0.93557286,1.00371,0.9345588,0.99445224,0.9343418,1.0044123,0.9336632,0.99617314,0.93911594,1.0091326,0.9341092,0.99704695,0.9596789,1.0099287,0.9477626
0.3668529,0.40356147,0.3697549,0.40342218,0.36051157,0.403686,0.36767653,0.37500378,0.35940167,0.40049246,0.36965457,0.3739702,0.37117678,0.3998722,0.37208608,0.37624553,0.36869955,0.41776875,0.36952156,0.37506396,0.37316853,0.4043826,0.3706301,0.3807002,0.37243325,0.4020553,0.37400362,0.37956628,0.37289453,0.40724722,0.379202,0.37488443
0.13445584,0.15063679,0.13728668,0.15047936,0.13422467,0.1499815,0.12716489,0.1331409,0.1360392,0.15427244,0.12627429,0.12972099,0.1470786,0.15472725,0.12760517,0.13194577,0.14010262,0.17439091,0.1283947,0.13485502,0.14816454,0.15848035,0.1279821,0.13998161,0.14707139,0.15191902,0.12745644,0.13830702,0.13946001,0.14369267,0.13238442,0.12328205
0.21078414,0.23402044,0.21840276,0.23377095,0.20771155,0.234031,0.24239674,0.19370182,0.20094831,0.22724669,0.2531696,0.19945061,0.18351822,0.21906321,0.23770122,0.1946236,0.19800943,0.22064827,0.23243248,0.19435285,0.18447454,0.22943145,0.2328804,0.19071744,0.1844648,0.22721173,0.24352986,0.19039696,0.20205379,0.25112545,0.25075772,0.20922706
0.18443184,0.2221769,0.19236553,0.22197346,0.18703392,0.22041358,0.21621642,0.18575953,0.18371613,0.21843307,0.22305982,0.1898765,0.17706484,0.2140523,0.20868415,0.18618196,0.17871475,0.21342531,0.20635687,0.19221078,0.17152084,0.22217335,0.20419624,0.18815225,0.17105299,0.21679972,0.21531172,0.18666303,0.19286203,0.2286665,0.22803898,0.192293
0.22093761,0.18167508,0.2238304,0.18195684,0.21723749,0.18114461,0.2138648,0.20147865,0.219897,0.18323907,0.21547823,0.1985898,0.22187826,0.18481153,0.21625298,0.20109063,0.21887322,0.18662243,0.21437073,0.19494388,0.22652254,0.18127586,0.21550384,0.1997072,0.22756903,0.18201979,0.2135515,0.20127043,0.20715249,0.17751287,0.20865852,0.19857892
0.04174549,0.0932447,0.042571794,0.094101205,0.042540733,0.09086216,0.06052695,0.05566334,0.038631555,0.08493226,0.06750938,0.059581537,0.031666208,0.08317032,0.056672353,0.060738407,0.035562225,0.08318759,0.052301127,0.05783395,0.031173429,0.09349112,0.05216807,0.05971156,0.031171555,0.090937465,0.060180217,0.05759261,0.043918934,0.10112771,0.06730886,0.06500982
0.19405547,0.24868575,0.19932869,0.24989644,0.19378968,0.24797677,0.2193256,0.23268498,0.19331828,0.24016374,0.21884042,0.23272695,0.18744859,0.2589376,0.21562833,0.24006793,0.19139698,0.251153,0.21797994,0.23697434,0.19102515,0.25028917,0.21996085,0.24091561,0.18733807,0.25113773,0.21521574,0.24066679,0.19299406,0.24938948,0.2246023,0.23346062
0.51237196,0.42111227,0.5164621,0.41986868,0.5070551,0.42445827,0.5076533,0.44783247,0.51251847,0.42678463,0.5076638,0.4466589,0.51403433,0.4162555,0.50653774,0.4397108,0.512207,0.42387548,0.5038163,0.43678832,0.5105245,0.41711375,0.5045295,0.4392366,0.5297671,0.41481742,0.50528157,0.4384943,0.50929976,0.41459203,0.5026173,0.4435292
0.9982528,0.8803307,0.9946223,0.87852997,0.98247504,0.8848196,0.9635191,0.9251791,0.9922621,0.8739838,0.96414185,0.9224135,1.009171,0.8725714,0.9797637,0.9109794,1.0079159,0.87250584,0.970311,0.90002525,1.0026842,0.8665639,0.9733776,0.905791,1.0372976,0.85972404,0.97687346,0.9077217,0.9842441,0.8682521,0.9558229,0.920305
0.9844621,0.97258484,0.9870933,0.9707484,0.9835984,0.9758129,1.0035121,0.9891623,0.98196137,0.9728294,1.0015444,0.9901999,0.9799908,0.9705968,0.9961205,0.99222994,0.9786645,0.98926276,0.99772555,0.99009955,0.9817167,0.96659535,0.9962733,0.9913415,0.9732369,0.9716734,0.99672455,0.990461,0.9728864,0.97359073,0.9999336,0.988275
0.04938013,0.05533966,0.0486018,0.055949297,0.04911343,0.0549196,0.05114243,0.044573233,0.045264944,0.055161532,0.05102669,0.044981316,0.048457198,0.058503807,0.04966647,0.047704156,0.043869037,0.057427075,0.052323762,0.05179593,0.047446474,0.059579678,0.050769303,0.049906265,0.040708583,0.06235886,0.049810708,0.048197683,0.051900577,0.05978051,0.05917263,0.046884973
0.31563112,0.26391938,0.30987614,0.2623125,0.3023476,0.265958,0.2605103,0.25402984,0.30611268,0.26516092,0.26061237,0.25295925,0.31122172,0.2492759,0.26487604,0.24607292,0.3166097,0.25476918,0.26257315,0.24054754,0.3169194,0.25248355,0.26299274,0.24210961,0.34137768,0.25072268,0.26673338,0.24608265,0.30298898,0.2561986,0.25128606,0.2522247
0.2759469,0.2007842,0.2752316,0.19958213,0.27026525,0.20233098,0.23795459,0.21177061,0.27112427,0.21087213,0.2371854,0.21131031,0.27483222,0.19745779,0.2383346,0.20490253,0.2758031,0.20751336,0.23504308,0.2025461,0.2743429,0.19910458,0.23579524,0.20259057,0.2907205,0.19698663,0.23813249,0.20544656,0.26406044,0.19467832,0.22584946,0.21062146
0.6225395,0.5384519,0.6189878,0.5388781,0.61509997,0.5384305,0.58783734,0.55395997,0.6245181,0.5393937,0.5879715,0.5516803,0.6226136,0.536384,0.59305847,0.5483851,0.6293107,0.51233757,0.5878987,0.5381748,0.6238543,0.52711874,0.59131867,0.54322064,0.6473467,0.522519,0.5925217,0.54474056,0.6137542,0.53318363,0.57557464,0.55365974
0.87214994,0.8285451,0.8783078,0.82835305,0.8817351,0.82965404,0.9407866,0.86242324,0.86209285,0.8386436,0.94011396,0.86465085,0.8850864,0.80696726,0.9325337,0.85984665,0.8510024,0.85253304,0.94035935,0.8669811,0.87492436,0.8654194,0.93239105,0.87531865,0.89269364,0.885437,0.9358725,0.88088006,0.8835068,0.8481045,0.97812057,0.87042034
0.019205352,0.022240954,0.020032426,0.022479214,0.018914524,0.021957103,0.026155839,0.016446522,0.017205466,0.022464493,0.026123755,0.017280463,0.016898606,0.02341896,0.025794165,0.019067248,0.016811654,0.029474908,0.030221336,0.023375588,0.018161232,0.025860926,0.03214969,0.020107722,0.0122574335,0.027372155,0.026587145,0.021618212,0.028293101,0.022203201,0.036459345,0.018304933
0.46407083,0.453791,0.46529213,0.45601955,0.47054508,0.44991386,0.515428,0.45561066,0.45884773,0.4581718,0.5151955,0.46013033,0.45596024,0.46686432,0.5126407,0.46667513,0.45885405,0.48430517,0.5255644,0.48240033,0.46064648,0.47589257,0.527379,0.47514713,0.43900988,0.48134243,0.5144538,0.47908187,0.4956606,0.465694,0.5432693,0.46767965
0.17364103,0.14465742,0.175051,0.14421946,0.17004094,0.14550436,0.15726322,0.15138437,0.17113966,0.14576857,0.15716492,0.15071422,0.17508385,0.14407203,0.16088188,0.15129514,0.17373215,0.14289117,0.16097759,0.15294424,0.17352429,0.14452705,0.16044497,0.15098344,0.17119557,0.14504258,0.16041978,0.15221785,0.17354107,0.14816897,0.15902667,0.15381403
0.2652796,0.2720501,0.26465192,0.27183187,0.2637572,0.27286115,0.2819179,0.26560825,0.27104658,0.27329543,0.28284195,0.26674208,0.26200914,0.26881906,0.28030846,0.26735485,0.26667336,0.2741815,0.28529269,0.27311966,0.2679306,0.27071044,0.28421065,0.27012864,0.2860889,0.27298367,0.28156585,0.2690165,0.27986148,0.27761105,0.29461804,0.26659963
0.0160228,0.02507037,0.017594637,0.02510859,0.01598934,0.024999425,0.020232834,0.017888924,0.014053663,0.020823656,0.019930461,0.01888923,0.018483851,0.041449368,0.020907825,0.027087426,0.016872674,0.023556402,0.023609424,0.027778484,0.014017007,0.02721126,0.025462098,0.029642774,0.015719458,0.02740173,0.020586051,0.02493143,0.022156073,0.028230004,0.026575867,0.021537898
0.062246602,0.047493782,0.062985085,0.04750975,0.05972474,0.047984295,0.04849554,0.04920278,0.062101055,0.049920123,0.048377022,0.04879315,0.061564926,0.04757116,0.048174355,0.049082745,0.06265536,0.05171812,0.04781736,0.048868235,0.06369258,0.04754862,0.048098993,0.049273327,0.060875837,0.0486715,0.048114683,0.049011335,0.062099896,0.05299063,0.0471976,0.049710326
0.7142815,0.6401767,0.71303624,0.6393309,0.7101692,0.6405723,0.66398597,0.64657974,0.7200084,0.6599536,0.6634925,0.64449036,0.69755024,0.6241668,0.6573563,0.6350074,0.706942,0.6758215,0.653412,0.64001626,0.7169123,0.6444106,0.65353554,0.62984264,0.6916576,0.64702964,0.6588492,0.6408774,0.6982797,0.6573563,0.6456654,0.64632255
0.3452041,0.34337974,0.33848456,0.3445733,0.3406334,0.34271753,0.35085046,0.36392167,0.348206,0.35539836,0.3512319,0.36446255,0.3370768,0.3485298,0.35140446,0.3641277,0.3440849,0.3689329,0.35106176,0.36692956,0.34471232,0.35018086,0.35256875,0.36056352,0.3429359,0.35096,0.3518463,0.3661798,0.34292188,0.34679598,0.351375,0.36145195
0.33980015,0.28667971,0.3324387,0.28840587,0.33571696,0.286028,0.3199805,0.30154034,0.34806982,0.3134201,0.3209044,0.30205256,0.32635894,0.3000574,0.3178349,0.2969072,0.34069982,0.30640623,0.3175135,0.29856032,0.33791903,0.30399734,0.3216343,0.2926071,0.3385544,0.31091455,0.32010674,0.3040473,0.3390544,0.295807,0.3178636,0.30101863
0.1610114,0.13941534,0.16052678,0.13918027,0.15814447,0.1395301,0.14432766,0.1394874,0.15915932,0.14772303,0.14442025,0.14042991,0.15787399,0.14395885,0.1458572,0.13796036,0.16286114,0.14810096,0.14621428,0.13775985,0.15922025,0.14420144,0.14524154,0.1363924,0.15994473,0.14481677,0.14539334,0.14125589,0.15225284,0.13681225,0.14315826,0.1404578
0.2057745,0.16960165,0.20071457,0.17050381,0.19900677,0.16939919,0.180349,0.18854383,0.2003844,0.1816419,0.17974417,0.1886935,0.19540621,0.1775895,0.17910247,0.18518846,0.20377666,0.17893718,0.18037564,0.18219374,0.20052853,0.18403038,0.17869417,0.1838681,0.20016918,0.18469441,0.18053575,0.19144742,0.18671945,0.17447226,0.17056538,0.19132966
