model,included_at_5pct,mcs_pvalue
GHAR+IV,True,1.0
HAR+IV,True,0.37333333333333335
HAR,True,0.19333333333333333
GHAR,True,0.13333333333333333
GHAR_RANDOM,True,0.13333333333333333
HAR+fakeIV,True,0.13333333333333333
GHAR+fakeIV,True,0.13333333333333333
GNNHAR1L,False,0.0
GNNHAR2L,False,0.0
GNNHAR3L,False,0.0
GNNHAR1L-IV,False,0.0
GNNHAR2L-IV,False,0.0
GNNHAR3L-IV,False,0.0
GNNHAR1L-IV+fakeIV,False,0.0
GNNHAR1L-QLIKE,False,0.0
GNNHAR1L-IV-QLIKE,False,0.0
