model,layers,estimation,hidden,lr,epochs,seed,valid_mse,valid_qlike,test_mse_diagnostic,test_qlike_diagnostic,selected
GNNHAR1L-IV+fakeIV,1,MSE,16,0.0003,300,20260608,5.406905651092529,0.004651505034416914,7.917827129364014,0.006696169264614582,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.0003,500,20260608,3.801978826522827,0.0031164970714598894,7.195308208465576,0.005013917572796345,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.001,250,20260608,3.1537113189697266,0.0023685754276812077,5.646812915802002,0.0037501673214137554,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.001,300,20260608,2.9553940296173096,0.0021982102189213037,5.00103235244751,0.00336185609921813,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.001,500,20260608,2.2487640380859375,0.0016793175600469112,3.1157989501953125,0.0022183896508067846,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.003,250,20260608,1.9989092350006104,0.0014927576994523406,2.522549867630005,0.001810321700759232,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.003,300,20260608,1.7513080835342407,0.0013444549404084682,2.0757274627685547,0.0015283270040526986,False
GNNHAR1L-IV+fakeIV,1,MSE,16,0.003,500,20260608,1.1632144451141357,0.0009752211626619101,1.2984381914138794,0.0009724784758873284,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.0003,250,20260608,5.744025230407715,0.003778534010052681,8.958917617797852,0.006828336976468563,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.0003,300,20260608,5.261430740356445,0.0034724308643490076,8.40149974822998,0.006243289448320866,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.0003,500,20260608,4.150950908660889,0.002871320117264986,6.648949146270752,0.00499604782089591,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.001,250,20260608,2.8426899909973145,0.0020868047140538692,4.310644149780273,0.0032995990477502346,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.001,300,20260608,2.4101717472076416,0.001776169752702117,3.328705072402954,0.002524551935493946,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.001,500,20260608,1.6899492740631104,0.001263086567632854,1.8955553770065308,0.0013768691569566727,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.003,250,20260608,1.4975327253341675,0.00115196721162647,1.6943150758743286,0.001236495329067111,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.003,300,20260608,1.3923039436340332,0.0010842548217624426,1.5802849531173706,0.0011471871985122561,False
GNNHAR1L-IV+fakeIV,1,MSE,32,0.003,500,20260608,1.1224968433380127,0.0009083810728043318,1.3194206953048706,0.0009571174741722643,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.0003,250,20260608,4.34743595123291,0.0032335566356778145,6.966139316558838,0.005706096068024635,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.0003,300,20260608,3.8295199871063232,0.002876001177355647,6.314993381500244,0.005092186853289604,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.0003,500,20260608,2.7471108436584473,0.0021159411408007145,4.179411888122559,0.003406898584216833,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.001,250,20260608,1.817785382270813,0.0014811817090958357,2.261885643005371,0.0018644530791789293,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.001,300,20260608,1.5756222009658813,0.0012980307219550014,1.7906925678253174,0.0014642942696809769,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.001,500,20260608,1.2799211740493774,0.0010214955545961857,1.241665244102478,0.0009525211644358933,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.003,250,20260608,1.2619682550430298,0.001002468983642757,1.2566922903060913,0.000933263567276299,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.003,300,20260608,1.1849244832992554,0.0009414259693585336,1.2103896141052246,0.0008914814097806811,False
GNNHAR1L-IV+fakeIV,1,MSE,64,0.003,500,20260608,1.0763801336288452,0.000861711916513741,1.1785322427749634,0.0008701679762452841,True
GNNHAR1L-QLIKE,1,QLIKE,8,0.0003,250,20260609,17.22417640686035,0.005175520665943623,19.382402420043945,0.006376831326633692,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.0003,300,20260609,22.47047996520996,0.0048195840790867805,25.25806427001953,0.006476402748376131,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.0003,500,20260609,26.626176834106445,0.0040955008007586,28.308935165405273,0.005969947203993797,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.001,250,20260609,18.10218620300293,0.0030583604238927364,17.613069534301758,0.004247406963258982,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.001,300,20260609,15.617218017578125,0.0026861047372221947,13.874658584594727,0.0035149850882589817,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.001,500,20260609,14.343841552734375,0.002140259835869074,9.113483428955078,0.0021848115138709545,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.003,250,20260609,12.527066230773926,0.0019474925938993692,7.565455436706543,0.0018748471047729254,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.003,300,20260609,11.803055763244629,0.0018650683341547847,7.255559921264648,0.001813595648854971,False
GNNHAR1L-QLIKE,1,QLIKE,8,0.003,500,20260609,9.34810733795166,0.001569303567521274,5.856638431549072,0.0015307990834116936,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.0003,250,20260609,16.524578094482422,0.011225657537579536,27.664474487304688,0.015850359573960304,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.0003,300,20260609,14.132532119750977,0.008255834691226482,35.93801498413086,0.01463920809328556,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.0003,500,20260609,17.02069664001465,0.005398938432335854,48.05690002441406,0.012897836975753307,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.001,250,20260609,13.038430213928223,0.004110182169824839,30.73787498474121,0.009131800383329391,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.001,300,20260609,11.826667785644531,0.0035864536184817553,24.57640838623047,0.007401022594422102,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.001,500,20260609,13.137988090515137,0.0023581215646117926,12.953160285949707,0.0027640049811452627,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.003,250,20260609,10.777560234069824,0.0019076341995969415,9.171102523803711,0.0020453028846532106,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.003,300,20260609,9.385236740112305,0.001698702690191567,7.389632225036621,0.0017686710925772786,False
GNNHAR1L-QLIKE,1,QLIKE,16,0.003,500,20260609,7.204347610473633,0.0014028077712282538,4.5171942710876465,0.0012849759077653289,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.0003,250,20260609,16.706384658813477,0.004139193799346685,27.719209671020508,0.0069888075813651085,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.0003,300,20260609,17.026954650878906,0.0038663139566779137,27.562408447265625,0.006648412439972162,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.0003,500,20260609,12.695283889770508,0.003075528424233198,18.312725067138672,0.004787316080182791,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.001,250,20260609,11.286099433898926,0.002394977258518338,12.261192321777344,0.002897421596571803,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.001,300,20260609,10.818610191345215,0.0021569710224866867,9.437255859375,0.002284278627485037,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.001,500,20260609,6.949072360992432,0.0014909328892827034,5.219557285308838,0.0015056823613122106,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.003,250,20260609,4.822205543518066,0.0011974110966548324,3.6095352172851562,0.0011647569481283426,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.003,300,20260609,4.1410813331604,0.0011289295507594943,3.086012363433838,0.001083061913959682,False
GNNHAR1L-QLIKE,1,QLIKE,32,0.003,500,20260609,3.437338352203369,0.0010653181234374642,2.6448395252227783,0.0010126651031896472,True
GNNHAR1L-QLIKE,1,QLIKE,64,0.0003,250,20260609,9.46916389465332,0.0027093333192169666,6.378879070281982,0.003141645807772875,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.0003,300,20260609,9.46916389465332,0.0027093333192169666,6.378879070281982,0.003141645807772875,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.0003,500,20260609,9.46916389465332,0.0027093333192169666,6.378879070281982,0.003141645807772875,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.001,250,20260609,8.972492218017578,0.0027994916308671236,6.544119834899902,0.0032306986395269632,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.001,300,20260609,8.972492218017578,0.0027994916308671236,6.544119834899902,0.0032306986395269632,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.001,500,20260609,9.742581367492676,0.0017226138152182102,5.279310703277588,0.001409197342582047,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.003,250,20260609,8.622653007507324,0.0015749497106298804,5.140962600708008,0.0013198970118537545,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.003,300,20260609,7.557236194610596,0.0014514270005747676,4.580580234527588,0.001225325628183782,False
GNNHAR1L-QLIKE,1,QLIKE,64,0.003,500,20260609,5.057172775268555,0.001202198094688356,3.3068978786468506,0.0010741142323240638,False
GNNHAR1L-IV-QLIKE,1,QLIKE,8,0.0003,250,20260610,23.502058029174805,0.013705644756555557,19.157901763916016,0.01042367983609438,False
