model,included_at_5pct,mcs_pvalue
GHAR+IV,True,1.0
GNNHAR3L-IV,True,0.9933333333333333
HAR+IV,True,0.78
HAR,True,0.32
GHAR,True,0.32
HAR+fakeIV,True,0.32
GNNHAR2L-IV,True,0.32
GHAR_RANDOM,True,0.2966666666666667
GHAR+fakeIV,True,0.2966666666666667
GNNHAR1L-IV,True,0.2966666666666667
GNNHAR1L,True,0.19
GNNHAR2L,True,0.16
GNNHAR1L-IV-QLIKE,True,0.14333333333333334
GNNHAR3L,True,0.10666666666666667
GNNHAR1L-IV+fakeIV,True,0.07
GNNHAR1L-QLIKE,True,0.06333333333333334
