GHAR2H_M,GHAR2H_M_IV,GHAR2H_Q,GHAR2H_Q_IV,GHAR3H_M,GHAR3H_M_IV,GHAR3H_Q,GHAR3H_Q_IV,GHAR_M,GHAR_M_IV,GHAR_Q,GHAR_Q_IV,GNNHAR1L_M,GNNHAR1L_M_IV,GNNHAR1L_Q,GNNHAR1L_Q_IV,GNNHAR2L_M,GNNHAR2L_M_IV,GNNHAR2L_Q,GNNHAR2L_Q_IV,GNNHAR3L_M,GNNHAR3L_M_IV,GNNHAR3L_Q,GNNHAR3L_Q_IV,GNNHAR4L_M,GNNHAR4L_M_IV,GNNHAR4L_Q,GNNHAR4L_Q_IV,GNNHAR5L_M,GNNHAR5L_M_IV,GNNHAR5L_Q,GNNHAR5L_Q_IV,HAR_M,HAR_M_IV,HAR_Q,HAR_Q_IV
0.0033790295,0.0043956283,0.017317904,0.011299461,0.0034054406,0.004374824,0.017043013,0.011342323,0.0033378098,0.0036306574,0.012050612,0.01559763,0.06516023,0.06534127,0.045704078,0.04545445,0.078847006,0.06847982,0.045737818,0.045607273,0.06836218,0.06660192,0.04583341,0.046545397,0.072887376,0.07314644,0.045845415,0.045561142,0.06487224,0.06756624,0.04586154,0.04664579,0.0032725465,0.0036069143,0.015327296,0.011784269
0.0077247634,0.0074913986,0.018905861,0.014349251,0.0077186776,0.0074939965,0.018700028,0.014354342,0.007729866,0.0072923144,0.01563356,0.017186757,0.060623705,0.060805053,0.04336367,0.04305575,0.07380262,0.06351545,0.043303706,0.043054245,0.06337178,0.06175475,0.04338706,0.04350122,0.06785978,0.06837888,0.04334788,0.043023713,0.060452387,0.062715456,0.043390498,0.04355903,0.0077209305,0.0072293887,0.01779111,0.014418829
0.00814117,0.00836872,0.021628637,0.01641804,0.008167592,0.008371687,0.02150146,0.016443128,0.008158727,0.007862512,0.01783885,0.019779943,0.059254266,0.05948447,0.043216813,0.04277895,0.07405909,0.062698975,0.04321805,0.04295997,0.062373366,0.060474947,0.043318428,0.043405965,0.06767651,0.06696993,0.04332791,0.042905107,0.059023213,0.061711784,0.04335089,0.043533377,0.008259986,0.007835595,0.021202829,0.016521744
0.020941036,0.019373093,0.034229286,0.025884632,0.020940829,0.01939486,0.034057435,0.025876146,0.020989807,0.019337881,0.02962675,0.02979734,0.06558786,0.06469944,0.050845463,0.049753737,0.08126783,0.06641212,0.05042599,0.04949053,0.06853112,0.06519052,0.050682306,0.050123483,0.07437178,0.07003289,0.050563596,0.04946442,0.0651763,0.065915346,0.05066226,0.050155666,0.021119568,0.019328099,0.033497445,0.025717732
0.0073947576,0.008249469,0.021674378,0.016165113,0.007398379,0.008281633,0.021387508,0.016141724,0.0074433773,0.0070205084,0.01798206,0.01920511,0.05234422,0.05230166,0.039478343,0.03886558,0.070993476,0.055104278,0.039283387,0.038719635,0.056143384,0.053222623,0.039403107,0.039204128,0.06332644,0.06046174,0.03933947,0.038810227,0.051947024,0.054236803,0.03943074,0.0392067,0.007543547,0.0070350952,0.020647032,0.016364966
0.0034661882,0.0046795234,0.015988529,0.010269285,0.0034735177,0.0046633575,0.015860332,0.01027844,0.0034821,0.003307272,0.011135028,0.01386765,0.045468494,0.045939438,0.031350113,0.03135309,0.0661852,0.049377248,0.031652614,0.0314248,0.050515912,0.047654457,0.031563647,0.032366265,0.057986792,0.055079784,0.03161893,0.031521663,0.04592713,0.04869347,0.031664237,0.032381445,0.0037630496,0.0034261143,0.01619118,0.010473715
0.010072151,0.009574135,0.020924436,0.016184146,0.010115058,0.0095885,0.020802904,0.016125534,0.010077078,0.009300051,0.017598888,0.01856121,0.046955645,0.047070827,0.034622245,0.0343418,0.06666994,0.05002171,0.034428168,0.034140296,0.050683383,0.048276167,0.03448191,0.034599084,0.05801022,0.055486117,0.03438227,0.034195848,0.046801765,0.04905703,0.034451593,0.03450345,0.010093432,0.0092490995,0.020752301,0.015788065
0.0048759314,0.00496688,0.01566423,0.011375758,0.0048871166,0.004972413,0.015496355,0.0113591235,0.0048838183,0.004524814,0.012490843,0.013427945,0.04213603,0.0420827,0.029736096,0.029401788,0.06561653,0.045149785,0.029555239,0.029338343,0.046164155,0.043169238,0.029578509,0.029742213,0.055132095,0.051125247,0.02951619,0.029363493,0.04198659,0.043904644,0.029581495,0.029729687,0.0049119433,0.00453379,0.015012749,0.011027896
0.005419254,0.005091394,0.016453816,0.012039452,0.0053679203,0.0050993976,0.016140297,0.012011364,0.005415856,0.0047558113,0.013436167,0.014110956,0.0414275,0.041235335,0.029240482,0.02898024,0.06532895,0.04451535,0.029106261,0.029012933,0.045460835,0.042420536,0.029134093,0.029497776,0.05421923,0.050189216,0.029076964,0.02893042,0.04117491,0.04312758,0.029117726,0.02946325,0.005427573,0.004754831,0.016005501,0.011886191
0.006555825,0.006289343,0.018832786,0.013261677,0.0065678796,0.0062939394,0.01858985,0.013244273,0.006549762,0.0057646087,0.015783645,0.0152517,0.041942544,0.041256394,0.030350624,0.029756933,0.06641783,0.043337625,0.030162098,0.029630655,0.04593723,0.04204763,0.030210847,0.02996723,0.054911003,0.047848225,0.030133799,0.02950824,0.04164539,0.042632036,0.030197388,0.029962327,0.00654219,0.0057356856,0.01823318,0.013125034
