regime,model,n_dates,mse,qlike
calm,GHAR+IV,33,5.184631824493408,0.0026412790175527334
calm,GHAR2H+IV,33,5.1850175857543945,0.0026415190659463406
calm,HAR+IV,33,5.188748359680176,0.0026433842722326517
calm,GHAR3H+IV,33,5.186575889587402,0.0026460944209247828
calm,HAR,33,5.341108798980713,0.002687965054064989
calm,GHAR,33,5.343351364135742,0.0026926444843411446
calm,GHAR3H,33,5.337218284606934,0.00269763614051044
calm,GHAR2H,33,5.3408966064453125,0.002698761411011219
calm,GNNHAR2L-IV,33,34.50519561767578,0.02518218196928501
calm,GNNHAR3L-IV,33,35.38475799560547,0.025392279028892517
calm,GNNHAR3L,33,35.67997360229492,0.025661803781986237
calm,GNNHAR1L-IV,33,36.34442138671875,0.025701399892568588
calm,GNNHAR1L,33,38.308162689208984,0.02688230574131012
calm,GNNHAR2L,33,78.5127182006836,0.04361782222986221
volatile_top_quartile,HAR+IV,11,8.86467170715332,0.0029743947088718414
volatile_top_quartile,GHAR+IV,11,8.883056640625,0.0029771472327411175
volatile_top_quartile,GHAR2H+IV,11,8.923380851745605,0.002987364772707224
volatile_top_quartile,GHAR3H+IV,11,8.919179916381836,0.0029895706102252007
volatile_top_quartile,HAR,11,9.244423866271973,0.0030215803999453783
volatile_top_quartile,GHAR2H,11,9.326188087463379,0.003029879881069064
volatile_top_quartile,GHAR,11,9.27152156829834,0.00303195184096694
volatile_top_quartile,GHAR3H,11,9.258245468139648,0.0030336726922541857
volatile_top_quartile,GNNHAR3L,11,38.544315338134766,0.01906776800751686
volatile_top_quartile,GNNHAR2L-IV,11,37.6854248046875,0.019424375146627426
volatile_top_quartile,GNNHAR1L-IV,11,40.626529693603516,0.019430480897426605
volatile_top_quartile,GNNHAR1L,11,42.56760025024414,0.019511129707098007
volatile_top_quartile,GNNHAR3L-IV,11,38.866722106933594,0.0195156242698431
volatile_top_quartile,GNNHAR2L,11,287.6781921386719,0.11368640512228012
